ID,MSZoning,Street,Alley,LotArea,LotShape,LandContour,Utilities,LandSlope,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,CentralAir,Electrical,1stFlrSF,2ndFlrSF,TotFlrSF,LowQualFinSF,GrLivArea,Bath,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,Fence,MiscFeature,MiscVal,DaSold,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1388,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,TGR,Artery,Norm,1,8,8,2004,2020,Flat,Membran,AsbShng,NA,Gd,Gd,PConc,Y,FuseA,20,0,20,0,20,3,3,1,Gd,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,26,6,2021,CWD,Normal,350000000
1389,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,TGR,Artery,Norm,1,9,8,1994,2019,Flat,Membran,AsphShn,NA,Ex,Gd,PConc,Y,SBrkr,20,0,20,0,20,2,2,1,Gd,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,4,2,2018,VWD,Normal,350000000
1390,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,TGR,Artery,Norm,1,9,9,1998,2018,Flat,Membran,BrkComm,NA,Gd,Gd,PConc,Y,FuseA,20,0,20,0,20,3,3,1,Gd,2,Typ,NA,NA,0,0,NA,NA,GdPrv,NA,0,8,10,2018,COD,Normal,350000000
1391,RM,Grvl,Grvl,140,IR2,Lvl,AllPub,Gtl,TGR,Feedr,Norm,2,8,8,1999,2021,Hip,ClyTile,BrkFace,NA,Ex,Gd,BrkTil,Y,SBrkr,140,0,140,70,104,4,4,1,Gd,8,Typ,Detchd,Fin,2,36,Gd,Gd,GdPrv,NA,0,10,10,2018,WD,Normal,2800000000
1392,RM,Grvl,Grvl,140,IR2,Lvl,AllPub,Gtl,TGR,Feedr,Norm,2,7,8,2000,2021,Hip,ClyTile,CBlock,NA,Gd,Gd,BrkTil,Y,FuseA,140,0,140,70,104,3,3,1,Gd,7,Typ,Detchd,Fin,2,36,Ex,Ex,GdPrv,NA,0,14,10,2018,CWD,Normal,2800000000
1393,RP,Grvl,Grvl,140,IR2,Lvl,AllPub,Gtl,TGR,Norm,Norm,2,8,8,2004,2017,Hip,ClyTile,CemntBd,NA,Ex,Gd,BrkTil,Y,SBrkr,140,0,140,0,104,2,2,1,Gd,6,Typ,Detchd,Fin,2,36,Gd,Gd,GdPrv,NA,0,7,3,2018,Con,Normal,2800000000
1394,RH,Grvl,NA,20,IR2,Lvl,AllPub,Gtl,TGR,Artery,Norm,1,9,8,2003,2018,Flat,Membran,HdBoard,NA,Gd,Gd,PConc,Y,FuseA,20,0,20,0,20,3,4,1,Gd,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,13,11,2018,CWD,Normal,345000000
1395,RH,Grvl,NA,20,IR2,Lvl,AllPub,Gtl,TGR,Artery,Norm,1,9,8,1995,2019,Flat,Membran,ImStucc,NA,Ex,Gd,PConc,Y,SBrkr,20,0,20,0,20,4,3,1,Gd,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,1,1,2018,VWD,Normal,350000000
1396,RM,Grvl,Pave,160,IR2,Lvl,AllPub,Gtl,TGR,Norm,Norm,2,8,9,1994,2000,Hip,ClyTile,PreCast,NA,Gd,Gd,BrkTil,Y,FuseA,160,0,160,0,124,3,2,1,Gd,7,Typ,Attchd,Fin,2,36,Gd,Gd,GdPrv,NA,0,19,12,2018,CWD,Normal,2800000000
1397,RM,Grvl,Pave,180,IR2,Lvl,AllPub,Gtl,TGR,Norm,Norm,2,7,9,2007,1998,Hip,ClyTile,Stone,NA,Ex,Gd,BrkTil,Y,SBrkr,180,0,180,0,144,2,4,1,Gd,6,Typ,carport,Fin,2,36,Gd,Gd,GdPrv,NA,0,7,5,2018,VWD,Normal,3000000000
1398,RP,Grvl,Pave,144,IR2,Lvl,AllPub,Gtl,TGR,Norm,Norm,2,8,9,2005,1997,Hip,ClyTile,Stucco,NA,Gd,Gd,BrkTil,Y,FuseA,144,0,144,0,108,3,2,1,Gd,6,Typ,Detchd,Fin,2,36,Gd,Gd,GdPrv,NA,0,20,7,2018,CWD,Normal,3100000000
1399,RP,Grvl,Pave,124,IR2,Lvl,AllPub,Gtl,TGR,Norm,Norm,2,9,9,2001,2020,Hip,ClyTile,VinylSd,NA,Ex,Gd,BrkTil,Y,SBrkr,124,0,124,40,88,4,2,1,Gd,5,Typ,Attchd,Fin,2,36,TA,TA,MnPrv,NA,0,10,2,2018,VWD,Normal,3000000000
1400,I,Grvl,Pave,10000,Reg,Lvl,AllPub,Gtl,TGR,Feedr,Norm,2,8,8,2000,1995,Flat,ClyTile,Wd,NA,Gd,Gd,BrkTil,Y,FuseA,9000,50,9050,0,9014,3,3,1,Gd,6,Typ,Attchd,Fin,2,36,Ex,Ex,GdPrv,NA,0,15,1,2018,CWD,Normal,50000000000
1401,RH,Pave,NA,150,IR3,Lvl,AllPub,Gtl,SMG,Artery,Norm,1.5,7,6,2001,2019,Gable,ClyTile,BrkComm,NA,TA,TA,BrkTil,N,SBrkr,150,50,200,0,150,1,2,1,Gd,3,Min1,Attchd,Fin,1,15,TA,TA,MnPrv,NA,0,12,12,2021,Con,Normal,750000000
1402,RL,Pave,Pave,170,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1998,2018,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,170,0,170,0,170,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,7,10,2021,Con,Normal,750000000
1403,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1991,2019,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,13,2,2021,Con,Normal,750000000
1404,RL,Pave,Pave,160,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1954,2015,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,160,0,160,0,160,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,GdPrv,NA,0,8,8,2021,Con,Normal,850000000
1405,RL,Pave,Pave,164,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,2002,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,164,0,164,0,164,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,20,5,2021,Con,Normal,850000000
1406,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,2002,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,5,9,2021,Con,Normal,950000000
1407,RL,Pave,Pave,112,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,2002,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,112,0,112,0,112,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,16,9,2021,Con,Normal,850000000
1408,RH,Pave,NA,114,IR1,Lvl,AllPub,Gtl,SMG,Artery,Norm,1,8,8,2001,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,114,0,114,0,114,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,16,3,2021,Con,Normal,850000000
1409,RL,Pave,Pave,246,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,2002,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,246,0,246,0,246,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,11,8,2021,Con,Normal,750000000
1410,RL,Pave,Pave,230,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,2001,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,230,0,230,0,230,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,GdPrv,NA,0,13,8,2021,Con,Normal,850000000
1411,RL,Pave,Pave,198,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,2002,2018,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,198,0,198,0,198,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,22,12,2021,Con,Normal,850000000
1412,RL,Pave,Pave,176,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1954,2019,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,176,0,176,0,176,1,2,1,Gd,3,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,6,2,2021,Con,Normal,850000000
1413,RL,Pave,Pave,184,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,2002,2020,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,184,0,184,0,184,1,2,1,Gd,3,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,27,8,2021,Con,Normal,950000000
1414,RH,Pave,NA,138,IR1,Lvl,AllPub,Gtl,SMG,Artery,Norm,1,8,8,2003,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,138,0,138,0,138,1,2,1,Gd,3,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,19,9,2021,Con,Normal,850000000
1415,RH,Pave,NA,148,IR1,Lvl,AllPub,Gtl,SMG,Artery,Norm,1,8,8,2004,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,148,0,148,0,148,1,2,1,Gd,3,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,24,9,2021,Con,Normal,750000000
1416,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1995,2015,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,2,1,Gd,3,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,9,6,2021,Con,Normal,950000000
1417,RL,Pave,Pave,220,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1996,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,220,0,220,0,220,1,2,1,Gd,3,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,4,10,2021,Con,Normal,850000000
1418,RL,Pave,Pave,198,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,6,6,1996,2017,Gable,ClyTile,BrkComm,NA,TA,TA,BrkTil,N,SBrkr,198,0,198,0,198,1,2,1,Gd,3,Min1,Attchd,Fin,1,14,TA,TA,MnPrv,NA,0,24,2,2021,Con,Normal,750000000
1419,RL,Pave,Pave,226,IR3,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,6,6,1996,2018,Gable,ClyTile,BrkComm,NA,TA,TA,BrkTil,N,SBrkr,226,0,226,0,226,1,2,1,Gd,3,Min1,Attchd,Fin,1,14,TA,TA,GdPrv,NA,0,15,6,2021,Con,Normal,850000000
1420,RL,Pave,Pave,145,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,6,6,1996,2015,Gable,ClyTile,BrkComm,NA,TA,TA,BrkTil,N,SBrkr,145,0,145,0,145,1,2,1,Gd,3,Min1,Attchd,Fin,1,14,TA,TA,MnPrv,NA,0,24,1,2021,Con,Normal,750000000
1421,RL,Pave,Pave,149,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,6,6,1996,2016,Gable,ClyTile,BrkComm,NA,TA,TA,BrkTil,N,SBrkr,149,0,149,0,149,1,2,1,Gd,3,Min1,Attchd,Fin,1,15,TA,TA,MnPrv,NA,0,22,1,2021,Con,Normal,750000000
1422,RL,Pave,Pave,115,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,6,6,1996,2014,Gable,ClyTile,BrkComm,NA,TA,TA,BrkTil,N,SBrkr,115,0,115,0,115,1,2,1,Gd,3,Min1,Attchd,Fin,1,15,TA,TA,GdPrv,NA,0,11,5,2021,Con,Normal,850000000
1423,RL,Pave,Pave,195,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,6,6,1996,2016,Gable,ClyTile,BrkComm,NA,TA,TA,BrkTil,N,SBrkr,195,0,195,0,195,1,2,1,Gd,3,Min1,Attchd,Fin,1,13,TA,TA,MnPrv,NA,0,18,1,2021,Con,Normal,750000000
1424,RL,Pave,Pave,231,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1996,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,231,0,231,0,231,1,2,1,Gd,3,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,13,3,2021,Con,Normal,850000000
1425,RL,Pave,Pave,233,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1996,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,233,0,233,0,233,1,2,1,Gd,3,Min1,Attchd,Fin,1,12,Gd,Gd,GdPrv,NA,0,10,12,2021,Con,Normal,850000000
1426,RL,Pave,Pave,254,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1996,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,254,0,254,0,254,1,2,1,Gd,3,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,23,11,2021,Con,Normal,850000000
1427,RL,Pave,Pave,222,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1954,2018,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,222,0,222,0,222,1,2,1,Gd,3,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,24,7,2021,Con,Normal,950000000
1428,RL,Pave,Pave,150,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2019,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,150,0,150,0,150,1,2,1,Gd,3,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,28,10,2021,Con,Normal,750000000
1429,RL,Pave,Pave,150,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1967,2020,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,150,0,150,0,150,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,18,6,2021,Con,Normal,750000000
1430,RL,Pave,Pave,150,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,150,0,150,0,150,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,GdPrv,NA,0,9,5,2021,Con,Normal,750000000
1431,RL,Pave,Pave,150,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1978,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,150,0,150,0,150,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,15,8,2021,Con,Normal,850000000
1432,RL,Pave,Pave,150,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1978,2015,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,150,0,150,0,150,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,23,8,2021,Con,Normal,750000000
1433,RL,Pave,Pave,150,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,9,9,1989,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,150,0,150,0,150,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,GdPrv,NA,0,4,9,2021,Con,Normal,850000000
1434,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2017,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,28,10,2021,Con,Normal,750000000
1435,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1994,2018,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,8,9,2021,Con,Normal,750000000
1436,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1992,2015,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,22,10,2021,Con,Normal,850000000
1437,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,2004,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,23,1,2021,Con,Normal,750000000
1438,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1994,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,1,4,2021,Con,Normal,750000000
1439,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1998,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,12,7,2021,Con,Normal,750000000
1440,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1999,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,10,6,2021,Con,Normal,750000000
1441,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,6,6,2000,2016,Gable,ClyTile,BrkComm,NA,TA,TA,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,TA,TA,MnPrv,NA,0,11,1,2021,Con,Normal,750000000
1442,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,2004,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,11,8,2021,Con,Normal,850000000
1443,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,2003,2018,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,3,10,2021,Con,Normal,950000000
1444,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,9,9,1995,2019,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,18,2,2021,Con,Normal,750000000
1445,RL,Pave,Pave,176,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1994,2020,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,176,0,176,0,176,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,17,6,2021,Con,Normal,850000000
1446,RL,Pave,Pave,176,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,2007,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,176,0,176,0,176,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,GdPrv,NA,0,23,9,2021,Con,Normal,950000000
1447,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,2005,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,19,8,2021,Con,Normal,750000000
1448,RL,Pave,Pave,140,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1996,2015,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,140,0,140,0,140,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,9,6,2021,Con,Normal,750000000
1449,RL,Pave,Pave,170,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1996,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,170,0,170,0,170,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,15,3,2021,Con,Normal,750000000
1450,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1996,2017,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,3,9,2021,Con,Normal,850000000
1451,RL,Pave,Pave,160,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2018,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,160,0,160,0,160,1,2,1,Gd,3,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,21,6,2021,Con,Normal,750000000
1452,RL,Pave,Pave,164,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2015,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,164,0,164,0,164,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,GdPrv,NA,0,14,7,2021,Con,Normal,950000000
1453,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,6,6,1954,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,8,10,2021,Con,Normal,850000000
1454,RL,Pave,Pave,112,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1996,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,112,0,112,0,112,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,5,3,2021,Con,Normal,750000000
1455,RL,Pave,Pave,114,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1967,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,114,0,114,0,114,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,GdPrv,NA,0,27,8,2021,Con,Normal,750000000
1456,RL,Pave,Pave,246,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,246,0,246,0,246,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,25,9,2021,Con,Normal,850000000
1457,RL,Pave,Pave,230,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1978,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,230,0,230,0,230,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,GdPrv,NA,0,20,8,2021,Con,Normal,750000000
1458,RL,Pave,Pave,198,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1978,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,198,0,198,0,198,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,1,1,2021,Con,Normal,850000000
1459,RL,Pave,Pave,176,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1989,2018,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,176,0,176,0,176,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,GdPrv,NA,0,13,7,2021,Con,Normal,750000000
1460,RL,Pave,Pave,184,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2019,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,184,0,184,0,184,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,10,7,2021,Con,Normal,750000000
1461,RL,Pave,Pave,138,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1994,2020,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,138,0,138,0,138,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,26,12,2021,Con,Normal,950000000
1462,RL,Pave,Pave,148,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1992,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,148,0,148,0,148,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,GdPrv,NA,0,3,3,2021,Con,Normal,850000000
1463,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,2004,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,GdPrv,NA,0,4,5,2021,Con,Normal,750000000
1464,RL,Pave,Pave,220,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1994,2015,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,220,0,220,0,220,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,27,4,2021,Con,Normal,750000000
